,X,X.x,Site,CoreName_2,Extracted_IntervalStart_Depth_cm,Extracted_IntervalEnd_Depth_cm,Corrected_IntervalStart_Depth_cm,Corrected_IntervalEnd_Depth_cm,Corrected_DBD_g_cm3,Corrected_Sample_Thickness_cm,Province,Region,OC_Per,Study,Percent.Sand.Fraction,Percent.Gravel.Fraction,Core.Number,Type,Coast,Percent.Silt.Fraction,SiteName2.x,Corrected_Midpoint_cm,Corrected_Midpoint_cm_rounded,SiteCode,Watercourse_NEAR_DIST.x,REI_SUM,X.y,REI_Scaled,Elevation,Watercourse_NEAR_DIST.y,REI_Raw
95,95,95,Fulmore,BC-FUL-5-BA-5,20,30,37,55.6,0.801484913,18.6,BC,Central Coast,0.419,Christensen,80.8,0,5,BA,Pacific,19.2,Fulmore,46.3,50,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
96,96,96,Fulmore,BC-FUL-5-BA-5,30,39.5,55.6,73.1,0.769639944,17.5,BC,Central Coast,0.6,Christensen,80.1,0,5,BA,Pacific,19.9,Fulmore,64.35,65,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
97,97,97,Fulmore,BC-FUL-5-BA-5,5,10,9.3,18.5,0.707513535,9.2,BC,Central Coast,0.425,Christensen,83.8,0,5,BA,Pacific,16.1,Fulmore,13.9,15,FUL,58527.17962,2.35583e+55,19,0.009561641,-20,58527.17962,729.1859637
98,98,98,Mason's Island Shallow,NS-MAs-3-SG-3,0,2,0,2,0.3,2,NS,Atlantic,6.963,Christensen,66.8,0,3,SG,Atlantic,33.2,Mason's Island Shallow,1,5,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
99,99,99,Mason's Island Shallow,NS-MAs-3-SG-3,10,20,10,20,0.4,10,NS,Atlantic,4.992,Christensen,71.7,0,3,SG,Atlantic,28.4,Mason's Island Shallow,15,15,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
100,100,100,Mason's Island Shallow,NS-MAs-3-SG-3,2,5,2,5,0.3,3,NS,Atlantic,6.052,Christensen,67.7,0,3,SG,Atlantic,32.5,Mason's Island Shallow,3.5,5,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
101,101,101,Mason's Island Shallow,NS-MAs-3-SG-3,20,30,20,30,0.3,10,NS,Atlantic,4.776,Christensen,69.8,0,3,SG,Atlantic,30.3,Mason's Island Shallow,25,25,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
102,102,102,Mason's Island Shallow,NS-MAs-3-SG-3,30,40,30,40,0.3,10,NS,Atlantic,5.147,Christensen,69.2,0,3,SG,Atlantic,31,Mason's Island Shallow,35,35,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
103,103,103,Mason's Island Shallow,NS-MAs-3-SG-3,40,50,40,50,0.2,10,NS,Atlantic,4.94,Christensen,65.7,0,3,SG,Atlantic,34.2,Mason's Island Shallow,45,45,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
104,104,104,Mason's Island Shallow,NS-MAs-3-SG-3,5,10,5,10,0.3,5,NS,Atlantic,4.944,Christensen,75.1,0,3,SG,Atlantic,25,Mason's Island Shallow,7.5,10,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
105,105,105,Mason's Island Shallow,NS-MAs-3-SG-3,50,54.7,50,54.7,0.3,4.7,NS,Atlantic,5.433,Christensen,69.3,0,3,SG,Atlantic,30.7,Mason's Island Shallow,52.35,55,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
106,106,106,Mason's Island Shallow,NS-MAs-4-BA-4,0,2,0,2.2,0.9,2.2,NS,Atlantic,5.522,Christensen,72.8,0,4,BA,Atlantic,27.1,Mason's Island Shallow,1.1,5,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
107,107,107,Mason's Island Shallow,NS-MAs-4-BA-4,10,20,11.1,22.1,0.9,11,NS,Atlantic,6.465,Christensen,69.7,0,4,BA,Atlantic,30.3,Mason's Island Shallow,16.6,20,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
108,108,108,Mason's Island Shallow,NS-MAs-4-BA-4,2,5,2.2,5.5,0.9,3.3,NS,Atlantic,6.2,Christensen,72.5,0,4,BA,Atlantic,27.5,Mason's Island Shallow,3.85,5,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
109,109,109,Mason's Island Shallow,NS-MAs-4-BA-4,20,30,22.1,33.2,0.9,11.1,NS,Atlantic,4.893,Christensen,70.8,0,4,BA,Atlantic,29.2,Mason's Island Shallow,27.65,30,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
110,110,110,Mason's Island Shallow,NS-MAs-4-BA-4,30,40,33.2,44.2,0.9,11,NS,Atlantic,4.209,Christensen,74.6,0,4,BA,Atlantic,25.4,Mason's Island Shallow,38.7,40,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
111,111,111,Mason's Island Shallow,NS-MAs-4-BA-4,40,50.2,44.2,55.5,0.9,11.3,NS,Atlantic,4.522,Christensen,77.1,0,4,BA,Atlantic,23,Mason's Island Shallow,49.85,50,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
112,112,112,Mason's Island Shallow,NS-MAs-4-BA-4,5,10,5.5,11.1,0.9,5.6,NS,Atlantic,6.433,Christensen,72.8,0,4,BA,Atlantic,27.3,Mason's Island Shallow,8.3,10,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
113,113,113,Mason's Island Shallow,NS-MAs-5-BA-5,0,2,0,2.3,0.9,2.3,NS,Atlantic,5.604,Christensen,78.7,0,5,BA,Atlantic,21.4,Mason's Island Shallow,1.15,5,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
114,114,114,Mason's Island Shallow,NS-MAs-5-BA-5,10,20,11.4,22.9,0.9,11.5,NS,Atlantic,5.858,Christensen,66.9,0,5,BA,Atlantic,33.1,Mason's Island Shallow,17.15,20,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
115,115,115,Mason's Island Shallow,NS-MAs-5-BA-5,2,5,2.3,5.7,0.9,3.4,NS,Atlantic,6.101,Christensen,71.4,0,5,BA,Atlantic,28.7,Mason's Island Shallow,4,5,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
116,116,116,Mason's Island Shallow,NS-MAs-5-BA-5,20,30,22.9,34.3,0.9,11.4,NS,Atlantic,6.392,Christensen,67.9,0,5,BA,Atlantic,32.2,Mason's Island Shallow,28.6,30,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
117,117,117,Mason's Island Shallow,NS-MAs-5-BA-5,30,40,34.3,45.7,0.9,11.4,NS,Atlantic,6.658,Christensen,70.3,0,5,BA,Atlantic,29.6,Mason's Island Shallow,40,40,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
118,118,118,Mason's Island Shallow,NS-MAs-5-BA-5,40,49,45.7,56,0.9,10.3,NS,Atlantic,6.453,Christensen,67.3,0.4,5,BA,Atlantic,32.5,Mason's Island Shallow,50.85,55,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
119,119,119,Mason's Island Shallow,NS-MAs-5-BA-5,5,10,5.7,11.4,0.9,5.7,NS,Atlantic,5.512,Christensen,75.2,0,5,BA,Atlantic,24.8,Mason's Island Shallow,8.55,10,MAs,12230.32955,8.14494e+43,30,0.003733477,13,12230.32955,420.4247518
120,120,120,Parksville,BC-PAR-2-SG-2,2,5,3.9,9.73,0.690615141,5.83,BC,Vancouver Island,0.087,Christensen,100,0,2,SG,Pacific,0,Parksville,6.815,10,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
121,121,121,Parksville,BC-PAR-1-SG-1,8,13,11.5,18.6,1.073783085,7.1,BC,Vancouver Island,0.077,Christensen,99.9,0,1,SG,Pacific,0,Parksville,15.05,20,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
122,122,122,Parksville,BC-PAR-2-SG-2,0,2,0,3.89,0.839703368,3.89,BC,Vancouver Island,0.137,Christensen,100,0,2,SG,Pacific,0,Parksville,1.945,5,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
123,123,123,Parksville,BC-PAR-2-SG-2,10,20,19.5,38.91,0.872310406,19.41,BC,Vancouver Island,0.088,Christensen,100,0,2,SG,Pacific,0,Parksville,29.205,30,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
124,124,124,Parksville,BC-PAR-3-SG-3,10,20,17.3,34.6,0.946035814,17.3,BC,Vancouver Island,0.152,Christensen,100.1,0,3,SG,Pacific,0,Parksville,25.95,30,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
125,125,125,Parksville,BC-PAR-3-SG-3,2,5,3.5,8.7,1.143369764,5.2,BC,Vancouver Island,0.085,Christensen,100,0,3,SG,Pacific,0,Parksville,6.1,10,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
126,126,126,Parksville,BC-PAR-3-SG-3,20,32.4,34.6,56.1,0.920590799,21.5,BC,Vancouver Island,0.107,Christensen,99,0.4,3,SG,Pacific,0.7,Parksville,45.35,50,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
127,127,127,Parksville,BC-PAR-3-SG-3,5,10,8.7,17.3,0.923341329,8.6,BC,Vancouver Island,0.116,Christensen,99.9,0.2,3,SG,Pacific,0,Parksville,13,15,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
128,128,128,Parksville,BC-PAR-4-BA-4,0,2,0,3.6,0.815282459,3.6,BC,Vancouver Island,0.06,Christensen,99.9,0,4,BA,Pacific,0,Parksville,1.8,5,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
129,129,129,Parksville,BC-PAR-4-BA-4,10,20,18,36.1,0.632933024,18.1,BC,Vancouver Island,0.045,Christensen,100.1,0,4,BA,Pacific,0,Parksville,27.05,30,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
130,130,130,Parksville,BC-PAR-4-BA-4,2,5,3.6,9,0.824617755,5.4,BC,Vancouver Island,0.066,Christensen,100,0,4,BA,Pacific,0,Parksville,6.3,10,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
131,131,131,Parksville,BC-PAR-4-BA-4,20,30.1,36.1,54.3,1.218209827,18.2,BC,Vancouver Island,0.07,Christensen,99.9,0.2,4,BA,Pacific,0,Parksville,45.2,50,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
132,132,132,Parksville,BC-PAR-4-BA-4,5,10,9,18,0.453073,9,BC,Vancouver Island,0.068,Christensen,99.9,0.2,4,BA,Pacific,0,Parksville,13.5,15,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
133,133,133,Parksville,BC-PAR-5-BA-5,0,2,0,6.7,0.391680274,6.7,BC,Vancouver Island,0.098,Christensen,100,0,5,BA,Pacific,0,Parksville,3.35,5,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
134,134,134,Parksville,BC-PAR-2-SG-2,20,29.3,38.9,57,0.829060857,18.1,BC,Vancouver Island,0.062,Christensen,99.9,0.2,2,SG,Pacific,0,Parksville,47.95,50,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
135,135,135,Parksville,BC-PAR-2-SG-2,5,10,9.7,19.45,0.937235924,9.75,BC,Vancouver Island,0.07,Christensen,99.9,0.2,2,SG,Pacific,0,Parksville,14.575,15,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
136,136,136,Parksville,BC-PAR-3-SG-3,0,2,0,3.5,0.664624201,3.5,BC,Vancouver Island,0.083,Christensen,99.9,0,3,SG,Pacific,0,Parksville,1.75,5,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
137,137,137,Parksville,BC-PAR-1-SG-1,0,2,0,2.9,1.438242308,2.9,BC,Vancouver Island,0.078,Christensen,99.9,0,1,SG,Pacific,0,Parksville,1.45,5,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
138,138,138,Parksville,BC-PAR-1-SG-1,13,23,18.6,32.9,1.243080273,14.3,BC,Vancouver Island,0.089,Christensen,100,0,1,SG,Pacific,0,Parksville,25.75,30,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
139,139,139,Parksville,BC-PAR-1-SG-1,2,5,2.9,7.2,1.137792053,4.3,BC,Vancouver Island,0.085,Christensen,99.9,0,1,SG,Pacific,0,Parksville,5.05,10,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
140,140,140,Parksville,BC-PAR-1-SG-1,23,30,32.9,43,1.420887107,10.1,BC,Vancouver Island,0.069,Christensen,99.9,0.2,1,SG,Pacific,0,Parksville,37.95,40,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
141,141,141,Parksville,BC-PAR-1-SG-1,30,37,43,53,1.206466397,10,BC,Vancouver Island,0.063,Christensen,98.1,0,1,SG,Pacific,1.9,Parksville,48,50,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
142,142,142,Parksville,BC-PAR-1-SG-1,5,8,7.2,11.5,1.170449689,4.3,BC,Vancouver Island,0.087,Christensen,100,0,1,SG,Pacific,0,Parksville,9.35,10,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
143,143,143,Parksville,BC-PAR-1-SG-1,5,8,7.2,11.5,1.170449689,4.3,BC,Vancouver Island,0.086,Christensen,100,0,1,SG,Pacific,0,Parksville,9.35,10,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
144,144,144,Parksville,BC-PAR-5-BA-5,2,5,6.7,16.7,0.543487832,10,BC,Vancouver Island,0.093,Christensen,100,0,5,BA,Pacific,0,Parksville,11.7,15,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
145,145,145,Parksville,BC-PAR-5-BA-5,5,10.1,16.7,33.8,0.685115682,17.1,BC,Vancouver Island,0.078,Christensen,100,0,5,BA,Pacific,0,Parksville,25.25,30,PAR,37982.6795,1.58997e+66,40,0.098275402,6,37982.6795,5429.014022
146,146,146,Port Joli,NS-PJO-1-SG-1,0,2,0,1,0.413679391,1,NS,Atlantic,0.958453855,Wong,50.57971883,0,1,SG,Atlantic,48.91481696,Port Joli,0.5,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
147,147,147,Port Joli,NS-PJO-1-SG-1,10.1,15,5.05,7.5,0.165361559,2.5,NS,Atlantic,4.164446648,Wong,42.26470921,0,1,SG,Atlantic,57.72729393,Port Joli,6.275,10,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
148,148,148,Port Joli,NS-PJO-1-SG-1,15.1,20,7.55,10,0.16560179,2.5,NS,Atlantic,3.523773585,Wong,34.76779547,0,1,SG,Atlantic,65.23220453,Port Joli,8.775,10,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
149,149,149,Port Joli,NS-PJO-1-SG-1,2.1,5,1.05,2.5,0.276177462,1.5,NS,Atlantic,1.964129314,Wong,65.81743942,0,1,SG,Atlantic,33.33399835,Port Joli,1.775,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
150,150,150,Port Joli,NS-PJO-1-SG-1,20.1,25,10.05,12.5,0.165447513,2.5,NS,Atlantic,3.538541791,Wong,44.56196674,0,1,SG,Atlantic,55.43803326,Port Joli,11.275,15,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
151,151,151,Port Joli,NS-PJO-1-SG-1,25.1,30,12.55,15,0.165542283,2.5,NS,Atlantic,3.656529319,Wong,33.81040187,0,1,SG,Atlantic,66.14033803,Port Joli,13.775,15,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
152,152,152,Port Joli,NS-PJO-1-SG-1,30.1,35,15.05,17.5,0.165618319,2.5,NS,Atlantic,2.52526839,Wong,53.00149043,0.439810502,1,SG,Atlantic,46.41497884,Port Joli,16.275,20,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
153,153,153,Port Joli,NS-PJO-1-SG-1,35.1,38,17.55,19,0.275622801,1.5,NS,Atlantic,1.29006742,Wong,58.16752182,0,1,SG,Atlantic,41.83247818,Port Joli,18.275,20,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
154,154,154,Port Joli,NS-PJO-1-SG-1,38.1,43,19.05,21.5,0.165396822,2.5,NS,Atlantic,2.342604909,Wong,55.04260748,0.098606845,1,SG,Atlantic,44.75151741,Port Joli,20.275,25,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
155,155,155,Port Joli,NS-PJO-1-SG-1,5.1,10,2.55,5,0.165391312,2.5,NS,Atlantic,2.870758332,Wong,40.93786229,15.57240515,1,SG,Atlantic,43.33715337,Port Joli,3.775,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
156,156,156,Port Joli,NS-PJO-2-SG-2,0,2,0,1,0.415067882,1,NS,Atlantic,2.497819849,Wong,54.79779375,0.033186648,2,SG,Atlantic,45.14047908,Port Joli,0.5,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
157,157,157,Port Joli,NS-PJO-2-SG-2,10.1,15,5.05,7.5,0.165615013,2.5,NS,Atlantic,2.947911164,Wong,69.93991576,0,2,SG,Atlantic,29.5530611,Port Joli,6.275,10,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
158,158,158,Port Joli,NS-PJO-2-SG-2,15.1,20,7.55,10,0.165624931,2.5,NS,Atlantic,2.148139905,Wong,65.78331049,0,2,SG,Atlantic,34.12952934,Port Joli,8.775,10,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
159,159,159,Port Joli,NS-PJO-2-SG-2,2.1,5,1.05,2.5,0.276247254,1.5,NS,Atlantic,1.171479582,Wong,62.67402433,0,2,SG,Atlantic,37.21893491,Port Joli,1.775,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
160,160,160,Port Joli,NS-PJO-2-SG-2,20.1,25,10.05,12.5,0.165309766,2.5,NS,Atlantic,4.112645883,Wong,50.05932859,0,2,SG,Atlantic,49.86867717,Port Joli,11.275,15,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
161,161,161,Port Joli,NS-PJO-2-SG-2,25.1,30,12.55,15,0.165493796,2.5,NS,Atlantic,3.388873128,Wong,49.98235439,0,2,SG,Atlantic,49.9750298,Port Joli,13.775,15,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
162,162,162,Port Joli,NS-PJO-2-SG-2,30.1,35,15.05,17.5,0.165352743,2.5,NS,Atlantic,2.973060612,Wong,27.30338352,0,2,SG,Atlantic,72.64130196,Port Joli,16.275,20,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
163,163,163,Port Joli,NS-PJO-2-SG-2,35.1,40,17.55,20,0.165492694,2.5,NS,Atlantic,1.999590229,Wong,43.3458962,1.29113452,2,SG,Atlantic,55.36296928,Port Joli,18.775,20,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
164,164,164,Port Joli,NS-PJO-2-SG-2,40.1,45,20.05,22.5,0.165391312,2.5,NS,Atlantic,2.884004721,Wong,50.55368256,0,2,SG,Atlantic,49.43299175,Port Joli,21.275,25,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
165,165,165,Port Joli,NS-PJO-2-SG-2,45.1,52,22.55,26,0.118222448,3.5,NS,Atlantic,1.635469062,Wong,35.95392656,0,2,SG,Atlantic,64.04074703,Port Joli,24.275,25,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
166,166,166,Port Joli,NS-PJO-2-SG-2,5.1,10,2.55,5,0.165538977,2.5,NS,Atlantic,1.354606252,Wong,64.20316869,0,2,SG,Atlantic,35.53321795,Port Joli,3.775,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
167,167,167,Port Joli,NS-PJO-3-SG-3,0,2,0,1,0.412351509,1,NS,Atlantic,0.462467949,Wong,75.84331594,0.15700475,3,SG,Atlantic,23.99967931,Port Joli,0.5,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
168,168,168,Port Joli,NS-PJO-3-SG-3,10.1,15,5.05,7.5,0.164007229,2.5,NS,Atlantic,3.337267267,Wong,58.81945844,0.085332258,3,SG,Atlantic,41.0952093,Port Joli,6.275,10,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
169,169,169,Port Joli,NS-PJO-3-SG-3,15.1,20,7.55,10,0.163459546,2.5,NS,Atlantic,3.518818582,Wong,56.4810258,0.014157335,3,SG,Atlantic,43.50481686,Port Joli,8.775,10,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
170,170,170,Port Joli,NS-PJO-3-SG-3,2.1,5,1.05,2.5,0.275058956,1.5,NS,Atlantic,0.548253905,Wong,84.89346501,0.052750012,3,SG,Atlantic,15.05378498,Port Joli,1.775,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
171,171,171,Port Joli,NS-PJO-3-SG-3,20.1,25,10.05,12.5,0.163487096,2.5,NS,Atlantic,3.672201761,Wong,48.53799593,0.01685113,3,SG,Atlantic,51.44515294,Port Joli,11.275,15,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
172,172,172,Port Joli,NS-PJO-3-SG-3,25.1,30,12.55,15,0.163430895,2.5,NS,Atlantic,4.405758545,Wong,53.11886829,0.041130897,3,SG,Atlantic,46.84000081,Port Joli,13.775,15,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
173,173,173,Port Joli,NS-PJO-3-SG-3,30.1,35,15.05,17.5,0.164348842,2.5,NS,Atlantic,2.404253149,Wong,47.30186402,0.067051093,3,SG,Atlantic,52.63108489,Port Joli,16.275,20,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
174,174,174,Port Joli,NS-PJO-3-SG-3,35.1,39,17.55,19.5,0.164133956,2.5,NS,Atlantic,3.103133733,Wong,35.56077747,0.042297492,3,SG,Atlantic,64.39692504,Port Joli,18.525,20,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
175,175,175,Port Joli,NS-PJO-3-SG-3,39.1,44,19.55,22,0.163940008,2.5,NS,Atlantic,3.123746254,Wong,33.52176865,0.004033098,3,SG,Atlantic,66.47419825,Port Joli,20.775,25,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
176,176,176,Port Joli,NS-PJO-3-SG-3,5.1,10,2.55,5,0.164887709,2.5,NS,Atlantic,1.325172414,Wong,75.74801676,0.213193966,3,SG,Atlantic,24.03878927,Port Joli,3.775,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
177,177,177,Port Joli,NS-PJO-4-BA-4,0,2,0,1,0.413613272,1,NS,Atlantic,0.457263682,Wong,88.80607453,0.085256602,4,BA,Atlantic,10.91550937,Port Joli,0.5,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
178,178,178,Port Joli,NS-PJO-4-BA-4,10.1,15,5.05,7.5,0.165419963,2.5,NS,Atlantic,0.010189873,Wong,84.48625027,0,4,BA,Atlantic,15.51374973,Port Joli,6.275,10,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
179,179,179,Port Joli,NS-PJO-4-BA-4,15.1,20,7.55,10,0.165482776,2.5,NS,Atlantic,0.58960396,Wong,85.68146555,0,4,BA,Atlantic,14.27924538,Port Joli,8.775,10,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
180,180,180,Port Joli,NS-PJO-4-BA-4,20.1,25,10.05,12.5,0.165374782,2.5,NS,Atlantic,0.617895792,Wong,77.70988399,0.924895549,4,BA,Atlantic,21.27126493,Port Joli,11.275,15,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
181,181,181,Port Joli,NS-PJO-4-BA-4,25.1,30,12.55,15,0.165188548,2.5,NS,Atlantic,0.540929309,Wong,43.62716975,0,4,BA,Atlantic,33.32510574,Port Joli,13.775,15,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
182,182,182,Port Joli,NS-PJO-4-BA-4,30.1,35,15.05,17.5,0.165438697,2.5,NS,Atlantic,0.929449832,Wong,33.75030807,0,4,BA,Atlantic,66.24969193,Port Joli,16.275,20,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
183,183,183,Port Joli,NS-PJO-4-BA-4,35.1,40,17.55,20,0.165532365,2.5,NS,Atlantic,2.560541344,Wong,34.61261933,0,4,BA,Atlantic,65.31748039,Port Joli,18.775,20,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
184,184,184,Port Joli,NS-PJO-4-BA-4,40.1,45,20.05,22.5,0.166399621,2.5,NS,Atlantic,2.567620476,Wong,40.3023821,0,4,BA,Atlantic,59.24265402,Port Joli,21.275,25,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
185,185,185,Port Joli,NS-PJO-4-BA-4,45.1,49,22.55,24.5,0.206645472,2,NS,Atlantic,3.743955627,Wong,36.64893546,0,4,BA,Atlantic,63.33040035,Port Joli,23.525,25,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
186,186,186,Port Joli,NS-PJO-4-BA-4,49.1,52,24.55,26,0.275889112,1.5,NS,Atlantic,3.521000594,Wong,27.27490597,0,4,BA,Atlantic,72.72509403,Port Joli,25.275,30,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
187,187,187,Port Joli,NS-PJO-4-BA-4,5.1,10,2.55,5,0.165363763,2.5,NS,Atlantic,1.301064085,Wong,90.27395526,0,4,BA,Atlantic,8.935033087,Port Joli,3.775,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
188,188,188,Port Joli,NS-PJO-5-BA-5,0,2,0,1,0.414481079,1,NS,Atlantic,0.049784102,Wong,84.08441343,0,5,BA,Atlantic,15.85643071,Port Joli,0.5,5,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
189,189,189,Port Joli,NS-PJO-5-BA-5,10.1,15,5.05,7.5,0.165418861,2.5,NS,Atlantic,0.711079579,Wong,76.26556348,0.242487226,5,BA,Atlantic,23.44931417,Port Joli,6.275,10,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
190,190,190,Port Joli,NS-PJO-5-BA-5,15.1,20,7.55,10,0.165570934,2.5,NS,Atlantic,0.902944433,Wong,79.26508662,0.513813736,5,BA,Atlantic,20.22109964,Port Joli,8.775,10,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
